Rank,symbol,name,exchange,industry,market_cap,z_score_rank,m_score_rank,f_score_rank,pe_ratio_rank,forward_pe_rank,forward_growth_rank,pb_ratio_rank,asset_growth_rank,ret_1y_rank,off_max_15_rank,roe_rank,basic_nri_pct_diff_rank,eps_rsd_rank,eps_gr_rank,ss_demand_rank,ss_util_rank,accruals_rank,roa_rank,issuance_rank,noa_rank,profitability_rank,beta_rank
181,JONE,Jones Energy Inc,NYSE (USA),Oil & Gas - E&P,581,0.182177362,0.667878343,0.88594155,0.155971606,0.138435118,,0.449860807,0.573747169,0.244513784,0.408014142,0.028611534,0.723360689,0.197196049,,0.393853524,0.494270196,0.251324458,0.694887039,0.307020669,0.094579543,0.857655519,0.015768243
182,BREW,Craft Brew Alliance Inc,NAS (USA),Beverages - Alcoholic,260,0.762144528,0.592237722,0.324290273,0.963391655,0.08522884,,0.421893026,0.725196279,0.365742301,0.02142677,0.212785423,0.056428218,0.066548967,,0.931272898,0.371201239,0.137270028,0.928835269,0.773680833,0.12032224,0.599733931,0.112944628
183,AROW,Arrow Financial Corporation,NAS (USA),Banks,334,0.069677599,,0.301118672,0.282351138,0.382170572,,0.742196076,0.396997705,0.083333874,0.232455925,0.799961154,0.524395974,0.083740029,0.776462232,0.403159972,0.664888073,,0.486502439,0.22063443,,,0.241657499
184,GIS,General Mills Inc,NYSE (USA),Consumer Packaged Goods,33447,0.549159129,0.559056477,0.012722015,0.942888548,0.43017793,0.504894777,0.47072181,0.285096802,0.657814455,0.113171144,0.034275279,0.649704526,0.429771037,0.52003806,0.494350154,0.657745947,0.456141866,0.911676189,0.168479274,0.162955817,0.125072156,0.219655299
185,PBH,Prestige Brands Holdings Inc,NYSE (USA),Medical Distribution,2309,0.314472851,0.069434007,0.367523782,0.108167902,0.063809603,,0.45982236,0.561416461,0.905422276,0.646386344,0.678480514,0.749703834,0.305889143,,0.004160481,0.454183076,0.298021986,0.107641147,0.17840298,0.327965514,0.276123132,0.84726806
186,AKRX,Akorn Inc,NAS (USA),Drug Manufacturers,6310,0.297121952,0.394389358,0.410428794,0.070860484,0.815741131,,0.66624943,0.876872021,0.011204166,0.181486338,0.014501308,0.017933529,0.601963526,,0.359637725,0.040837294,0.593040289,0.685700232,0.112372845,0.330705847,0.92463089,0.285111845
187,FTK,Flotek Industries Inc,NYSE (USA),Oil & Gas - Services,825,0.371717448,0.540958834,0.56714644,0.534928556,0.999678884,,0.155329622,0.315546458,0.309755889,0.077271013,0.138483647,0.901605361,0.881366889,,0.050094439,0.714797173,0.14765249,0.114026756,0.040313143,0.051347191,0.457419506,0.785478548
188,CYBX,Cyberonics Inc,NAS (USA),Medical Devices,1648,0.510061411,0.66065194,0.229704879,0.884993824,0.093693692,0.034923848,0.604288476,0.126134354,0.361158071,0.281398846,0.590173888,0.152988996,0.391463572,,0.310800995,0.761888119,0.190995096,0.734428077,0.646497135,0.936438889,0.035637594,0.372387239
189,AZPN,Aspen Technology Inc,NAS (USA),Application Software,3597,0.776740284,0.246539466,0.551407303,0.366014368,0.923987243,0.249028037,0.185494363,0.053096607,0.954203995,0.168678875,0.329238301,0.830450904,0.520719291,,0.292756377,0.191468831,0.25721244,0.458400949,0.681709143,0.012574673,0.147270954,0.199119912
190,ROG,Rogers Corp,NYSE (USA),Computer Hardware,1430,0.55992062,0.087202797,0.216786739,0.903121575,0.408479614,,0.211508516,0.440136592,0.310884732,0.264444036,0.811696258,0.268358846,0.712952615,,0.273128884,0.651052826,0.623599474,0.474698171,0.584454847,0.37763178,0.029815356,0.322148882
191,ISRL,Isramco Inc,NAS (USA),Oil & Gas - E&P,359,0.498633924,0.651445386,0.90742194,0.634551508,0.514073036,,0.050692977,0.676101454,0.380205434,0.023381063,0.211308973,,0.612463615,,0.085181691,0.072850457,0.21671393,0.298119943,0.297494187,0.223186878,0.692788654,0.82086542
192,XPO,XPO Logistics Inc,NYSE (USA),Transportation & Logistics,3514,0.074994203,0.248848309,0.932980258,,0.937796241,,0.116907517,0.057096102,0.81377725,0.354413869,0.347405393,,0.145946409,,0.92142852,0.123308813,0.758918572,0.368485712,0.048968428,0.485795829,0.327373322,0.1703337
193,MTGE,American Capital Mortgage Investment Corp,NAS (USA),REITs,926,0.857714869,,,0.022401523,0.252875393,,0.340278253,0.402196743,0.607979288,0.168327452,0.589597913,0.684976076,0.329173186,,0.097652957,0.030749863,0.930633222,0.697620368,0.410910989,0.247935927,0.144258916,0.055922259
194,TDC,Teradata Corp,NYSE (USA),Computer Hardware,6344,0.274543533,0.477320412,0.990699173,0.704836205,0.289573298,,0.620553582,0.154061625,0.541285486,0.291731547,0.7343903,0.218157865,0.272837654,0.567751106,0.284278586,0.682446221,0.515952776,0.172554583,0.144401828,0.090823644,0.306258548,0.429959663
195,TSC,TriState Capital Holdings Inc,NAS (USA),Banks,298,0.584928636,,,0.715574235,0.201811634,,0.088688173,0.048829708,0.496498767,0.735443798,0.950248613,0.7633411,0.858652671,0.227678294,0.007514653,0.50307688,,0.239370921,0.313059446,,,0.02750275
196,VSAR,Versartis Inc,NAS (USA),Drug Manufacturers,559,0.016464738,,,,0.090345769,,0.821064436,0.743293618,0.69049553,0.358655243,0.384808668,,0.207162087,,0.00977309,0.650848395,0.148692504,0.458468302,0.857225248,0.283216403,0.3320373,
197,SP,SP Plus Corp,NAS (USA),Business Services,492,0.569898026,0.264493908,0.005597123,0.710314086,0.818317398,,0.356999005,0.619140324,0.295976434,0.874368307,0.567852916,0.158441281,0.550471464,0.143074804,0.24069869,0.005941462,0.311183644,0.412134582,0.181531545,0.832063897,0.465184676,
198,VGR,Vector Group Ltd,NYSE (USA),Tobacco Products,2625,0.975686403,0.747862566,0.082893501,0.970551848,0.500501246,,,0.119465928,0.519558126,0.625416217,,0.338097035,0.20313108,0.080552474,0.048287762,0.170349777,0.177092991,0.929930243,0.874386407,0.473294315,0.252901447,0.15713238
199,IPXL,Impax Laboratories Inc,NAS (USA),Drug Manufacturers,3565,0.946901119,0.047442482,0.387410685,0.331080167,0.224777599,,0.474792301,0.651913109,0.814958422,0.605350524,0.211410068,,0.108632337,,0.470866721,0.207020858,0.124116275,0.219768108,0.470082201,0.33226512,0.404751135,0.578474514
200,WMB,Williams Companies Inc,NYSE (USA),Oil & Gas - Midstream,38554,0.684382723,0.107738815,0.898493367,0.462196936,0.275973981,,0.266267392,0.166394478,0.299521734,0.236035549,0.58725872,0.771091157,0.190525708,,0.174501445,0.808306707,0.355339804,0.356874339,0.331495744,0.139329228,0.686966844,0.349101577
201,WTW,Weight Watchers International Inc,NYSE (USA),Personal Services,434,0.647904056,0.3436222,0.519222987,0.852969337,0.416581164,,,0.081747921,0.591167073,0.780005811,,,0.632980935,0.116736146,0.505836088,0.436093736,0.878660045,0.091192879,0.012965257,0.048017891,0.004145512,0.777594426
202,ISCA,International Speedway Corp,NAS (USA),Travel & Leisure,1710,0.389955317,0.057454212,0.368326567,0.906018138,0.344719833,,0.008448383,0.504860596,0.133916339,0.989281101,0.244502313,0.422587799,0.576553338,0.265357664,0.995967494,0.098953869,0.217304271,0.814399372,0.205927503,0.343722163,0.340212794,0.777594426
203,NFBK,Northfield Bancorp Inc,NAS (USA),Banks,705,0.669304783,,0.153308316,0.141534244,0.293208109,,0.165416925,0.024873413,0.056272679,0.115177152,0.540345471,0.985137472,0.679487846,,0.653556855,0.621750837,,0.821469246,0.275103002,,,0.028786212
204,WTFC,Wintrust Financial Corp,NAS (USA),Banks,2310,0.189111902,,0.014343487,0.028652545,0.555963797,,0.457069429,0.509609358,0.734944575,0.16573324,0.422228315,0.871107068,0.882659423,0.10206593,0.421040475,0.014355837,,0.564673946,0.186617445,,,0.398973231
205,SNV,Synovus Financial Corp,NYSE (USA),Banks,3798,0.757926001,,0.191764338,0.37406652,0.248928666,,0.618772746,0.349697834,0.631701093,0.472272836,0.343014434,0.088266111,0.024588744,,0.666767284,0.746762627,,0.128210214,0.209179069,,,0.612577924
206,NSR,NeuStar Inc,NYSE (USA),Communication Services,1508,0.211159623,0.099788399,0.400619637,0.529731059,0.572058749,,0.56243913,0.840770808,0.719745642,0.632523185,0.322555352,0.006557697,0.127877541,0.368462626,0.059487072,0.771258513,0.014569586,0.323871405,0.520294383,0.518744901,0.149703969,0.904473781
207,CXO,Concho Resources Inc,NYSE (USA),Oil & Gas - E&P,13942,0.094507816,0.216169893,0.347305923,0.465987191,0.129438344,,0.568576383,0.357613365,0.508609365,0.327716385,0.99147466,0.008291715,0.120501289,,0.910943303,0.717169313,0.303856051,0.368367268,0.911127979,0.28625086,0.061288551,0.49229923
208,AET,Aetna Inc,NYSE (USA),Health Care Plans,37785,0.35935924,0.359085963,0.110002402,0.487684814,0.084785218,,0.421826307,0.672582261,0.326297703,0.146118108,0.159737337,0.349362371,0.110768674,0.436915273,0.132927987,0.611091177,0.71923657,0.945556422,0.651546433,0.325385945,0.995349067,0.210304364
209,STFC,State Auto Financial Corp,NAS (USA),Insurance - Property & Casualty,979,0.105776061,,0.890216591,0.485221909,0.680627927,,0.349688904,0.132906893,0.783522018,0.401705671,0.174137787,0.001153988,0.670933796,,0.523353505,0.346437136,,0.120709842,0.345111853,,,0.570957096
210,CNOB,ConnectOne Bancorp Inc,NAS (USA),Banks,590,0.171947768,,0.737301105,0.410966994,0.498813645,,0.976227548,0.549920021,0.340502404,0.151028063,0.201723513,0.695638299,0.557909257,0.079918104,0.165003496,0.338319521,,0.091405348,0.501521951,,,0.459112578
211,OFG,OFG Bancorp,NYSE (USA),Banks,704,0.485808546,,0.028616577,0.987267363,0.293729227,,0.158562068,0.162807314,0.802527834,0.224467711,0.014140924,0.46403496,0.786087308,,0.072672926,0.659564529,,0.557249107,0.798444376,,,0.606894023
212,KOP,Koppers Holdings Inc,NYSE (USA),Chemicals,464,0.498543031,0.186592248,0.343641681,,0.012692459,,0.391754676,0.316548986,0.196340404,0.338128722,0.609563939,,0.668464158,,0.767187682,0.293327174,0.241008209,0.407051904,0.276364512,0.693191952,0.654561939,0.447194719
213,ACET,Aceto Corp,NAS (USA),Chemicals,594,0.21827617,0.028239682,0.774736349,0.943618511,0.378272676,,0.872555774,0.150090131,0.589717558,0.373796323,0.141313315,0.527979935,0.212560516,0.047004605,0.555076588,0.09245854,0.47221223,0.361312353,0.886668191,0.323695367,0.445139435,0.707004034
214,OGS,"ONE Gas, Inc.",NYSE (USA),Utilities - Regulated,2225,0.339476073,,,0.230262597,0.097817038,,0.939679648,0.860191159,0.438530311,0.362491733,0.882025069,0.051513896,0.733296731,0.786161441,0.080310485,0.03514533,0.348662246,0.228819273,0.419677905,0.255062707,0.075800975,
215,LDRH,LDR Holding Corp,NAS (USA),Medical Devices,991,0.410211255,,,,0.724577424,,0.623879045,0.878016227,0.508170362,0.187870408,0.326881742,,0.092215995,,0.0893672,0.590839954,0.216916962,0.485230998,0.41581237,0.205839315,0.364322575,
216,MJN,Mead Johnson Nutrition Co,NYSE (USA),Consumer Packaged Goods,20214,0.124083848,0.316950985,0.617737874,0.423511948,0.636398998,,0.087755931,0.923506205,0.50800714,0.179677879,0.157938835,0.59603902,0.530298496,0.220208123,0.028767863,0.286722975,0.154884351,0.957782998,0.726949234,0.614720842,0.038126451,0.459112578
217,BRLI,Bio-Reference Laboratories Inc,NAS (USA),Medical Diagnostics & Research,968,0.560527396,0.557623985,0.640972506,0.24475913,0.023597129,,0.595995165,0.286779063,0.83923785,0.641033249,0.491042305,0.051369675,0.594220775,0.324468422,0.352895281,0.730051832,0.023537013,0.526798668,0.355361755,0.417573834,0.040327594,0.112944628
218,CLC,Clarcor Inc,NYSE (USA),Industrial Products,3331,0.751415515,0.912864795,0.635926821,0.459805082,0.556703733,,0.14695561,0.039175611,0.285015421,0.8833568,0.301138934,0.249824522,0.462322508,0.049722018,0.847883805,0.144369882,0.175367353,0.638463434,0.558502957,0.071043216,0.079257069,0.379904657
219,MOG.A,Moog Inc,NYSE (USA),Aerospace & Defense,2930,0.096145638,0.958182122,0.086116943,0.062617176,0.068335793,0.75626429,0.336269376,0.666833428,0.926335552,,0.533372706,0.010484125,0.412279748,0.044752647,0.302898497,0.234881677,0.237681207,0.108927507,0.029915751,0.941583407,0.849829089,0.570957096
220,ULTI,Ultimate Software Group Inc,NAS (USA),Application Software,5161,0.321062651,0.668479442,0.721883163,0.914444212,0.094150217,,0.120004603,0.351990582,0.596464989,0.754741507,0.751949336,0.222905068,0.028830622,,0.279844871,0.530430923,0.632254242,0.38874265,0.120125458,0.374428889,0.530818405,0.278694536
221,OXM,Oxford Industries Inc,NYSE (USA),Manufacturing - Apparel & Furniture,1318,0.079414427,0.572767,0.483086459,0.557901601,0.163333042,,0.235860137,0.93529489,0.326084508,0.65535373,0.821301976,0.108646413,0.458444542,,0.357318282,0.115891898,0.049617464,0.370069441,0.291845006,0.926258282,0.36658371,0.453061973
222,IDCC,InterDigital Inc,NAS (USA),Communication Services,1936,0.574540248,0.592885317,0.707206578,0.968036057,0.132999774,,0.171337172,0.970797869,0.330306006,0.131831341,0.322670992,0.92673803,0.121871547,0.073858702,0.137289467,0.947983841,0.198733214,0.223589493,0.487810169,0.278707967,0.097512018,0.752475248
223,MTB,M&T Bank Corp,NYSE (USA),Banks,15882,0.115349878,,0.922263154,0.35236273,0.573288928,,0.107678206,0.782417036,0.363278376,0.096745281,0.776736656,0.33205263,0.485179569,0.358058167,0.553036767,0.01792906,,0.137234191,0.689942158,,,0.235423542
224,ORA,Ormat Technologies Inc,NYSE (USA),Utilities - Independent Power Producers,1826,0.865060603,0.13467295,0.154045019,0.617401347,0.190293604,,0.624945974,0.052708004,0.727459085,0.064879811,0.835013633,0.499890314,0.427438885,,0.233290421,0.186842477,0.865576313,0.3677674,0.378530248,0.01031902,0.759295821,0.398973231
225,DVA,DaVita HealthCare Partners Inc,NYSE (USA),,17937,0.129217168,0.284403873,0.76503884,0.28953174,0.980892509,,0.146240925,0.976357895,0.161968625,0.447988225,0.799088266,0.161857201,0.11999375,0.366426722,0.914335453,0.584480056,0.34439238,0.016426901,0.12520617,0.092568376,0.502519514,0.268060139
226,DENN,Denny's Corp,NAS (USA),Restaurants,982,0.301263218,0.191351254,0.451255659,0.70502913,0.377801186,,0.455768265,0.834089697,0.080527015,0.757551555,0.338045064,0.573616985,0.158166605,,0.426174139,0.405438959,0.907149346,0.560284495,0.07023662,0.480885746,0.267919172,0.145214521
227,CNS,Cohen & Steers Inc,NYSE (USA),Asset Management,1765,0.053898496,0.772194396,0.282966113,0.614084399,0.753329207,,0.414643049,0.257395002,0.734359034,0.084175643,0.032186552,0.117994133,0.006549286,,0.801162743,0.973777494,0.427293759,0.197593672,0.481032927,0.303266773,0.381921114,0.707004034
228,CPHD,Cepheid,NAS (USA),Medical Diagnostics & Research,3843,0.845707228,0.578415732,0.04402821,,0.42051522,,0.557300395,0.477447291,0.19410809,0.562123785,0.126610562,,0.071775358,,0.4202093,0.755205936,0.50861618,0.143295976,0.679213358,0.634670032,0.061790503,0.299229923
229,IACI,IAC/InterActiveCorp,NAS (USA),Online Media,6061,0.695833864,0.320752456,0.675438031,0.025461113,0.29159686,,0.320346029,0.701059608,0.591037608,0.328121094,0.131706862,0.105163902,0.789098892,,0.375266663,0.490961926,0.414417536,0.088863568,0.255260148,0.370362284,0.401941407,0.447194719
230,BRKL,Brookline Bancorp Inc,NAS (USA),Banks,786,0.481746343,,0.572994785,0.049827257,0.254482788,,0.974524463,0.112068181,0.446696165,0.579066419,0.729759968,0.07092317,0.758287717,0.641539946,0.295759078,0.15955528,,0.14150887,0.017955278,,,0.329299597
231,JBSS,John B Sanfilippo & Son Inc,NAS (USA),Consumer Packaged Goods,529,0.094042467,0.591418577,0.59995949,0.412643979,0.023297114,,0.244926892,0.424482344,0.809771,0.61443237,0.159527871,0.082189414,0.245672838,,0.780022755,0.805695541,0.069737627,0.746515776,0.46224017,0.128766017,0.772871916,0.145214521
232,EVDY,Everyday Health Inc,NYSE (USA),Application Software,410,0.422702214,,,,0.086034596,,0.404518863,0.003077945,0.525447409,0.15115385,0.262575857,0.951983875,0.723093985,,0.591451729,0.369708564,0.896152329,0.873895759,0.12381236,0.134510249,0.050876332,
233,ENS,EnerSys,NYSE (USA),Computer Hardware,3007,0.298808605,0.114723131,0.149297958,0.907674962,0.47393448,,0.655368351,0.545549618,0.090488756,0.286889962,0.119278735,0.863870329,0.03016325,0.338949141,0.86869843,0.671810689,0.122390929,0.859226664,0.069120041,0.734664099,0.157472296,0.764209754
234,TPRE,Third Point Reinsurance Ltd,NYSE (USA),Insurance - Specialty,1465,0.702046504,,,0.956979619,0.895490907,,0.768949029,0.158022038,0.285665083,0.073553631,0.325809803,,0.05125948,,0.268721288,0.432276044,,0.653774623,0.719065671,,,0.008067473
235,RENT,Rentrak Corp,NAS (USA),Business Services,763,0.026812365,0.529608516,0.233016208,,0.667810571,0.915811207,0.297253721,0.303842871,0.637423798,0.919794604,0.162085477,,0.036970901,,0.640436481,0.071217737,0.010135505,0.763390444,0.628649531,0.455381861,0.465509481,0.043454345
236,SGBK,Stonegate Bank,NAS (USA),Banks,301,0.143035367,,0.531019408,0.718026215,0.680112865,,0.189888613,0.829876168,0.72556065,0.133531586,0.527915043,0.519403827,0.321594792,,0.284178024,0.443996625,,0.560532077,0.145861989,,,0.13953062
237,NBIX,Neurocrine Biosciences Inc,NAS (USA),Drug Manufacturers,3369,0.166727455,,0.94498522,,0.957461493,,0.091189238,0.511118238,0.575233256,0.586160974,0.131111167,,0.57040176,,0.426404527,0.190314346,0.599745015,0.328389238,0.430155058,0.395254283,0.086399272,0.010634397
238,AMGN,Amgen Inc,NAS (USA),Biotechnology,127838,0.11110835,0.686695808,0.413148684,0.999394939,0.749050047,,0.310208382,0.983575656,0.215661463,0.348864965,0.234188579,0.215161968,0.375754565,0.79165186,0.116846135,0.61694306,0.128675541,0.708939396,0.163619079,0.762415825,0.111867193,0.194169417
239,ADMS,Adamas Pharmaceuticals Inc,NAS (USA),Drug Manufacturers,315,0.179291624,,,0.140118335,0.125448075,,0.521718822,0.696462747,0.33021745,0.256805928,0.928359066,0.278810703,0.319410501,0.968130252,0.026880053,0.066361756,0.112945575,0.662045831,0.391352645,0.741620356,0.402727098,
240,SNTA,Synta Pharmaceuticals Inc,NAS (USA),Biotechnology,323,0.201516811,,0.385194168,,0.448193681,,0.234905561,0.566704206,0.481326027,0.453890672,0.12095476,,0.20529305,,0.102549535,0.563643584,0.245679062,0.21987193,0.605886327,0.559928279,0.733162675,0.880821415
241,WIN,"Windstream Holdings, Inc.",NAS (USA),Communication Services,5032,0.147383451,0.794209635,0.003421186,,0.030086579,,0.578516328,0.790919363,0.176475125,0.819867943,0.270793359,,0.257652611,,0.07244686,0.082220143,0.305099958,0.715394627,0.977981623,0.322220266,0.425919255,0.657315732
242,MPWR,Monolithic Power Systems Inc,NAS (USA),Semiconductors,2120,0.003983428,0.626709592,0.712105871,0.189241836,0.090411452,,0.46249827,0.147723412,0.551441171,0.824289187,0.423298678,0.952210146,0.207323932,,0.523705642,0.324383348,0.263433805,0.065344823,0.526154887,0.057018136,0.595587086,0.484048405
243,ISSI,Integrated Silicon Solution Inc,NAS (USA),Semiconductors,579,0.000696974,0.54695494,0.106653716,0.312538045,0.426877044,,0.433272567,0.564162132,0.050771205,0.233681355,0.462612833,0.529615021,0.389646204,,0.231592549,0.523758118,0.474179346,0.574151289,0.240750115,0.985407894,0.508226559,0.559039237
244,VOLC,Volcano Corp,NAS (USA),Medical Devices,927,0.167387142,0.475288057,0.721202307,,0.28053123,,0.014766278,0.722780133,0.679112001,0.28730302,0.245591027,,0.742990427,,,,0.635241287,0.853211455,0.155165793,0.090525704,0.121389922,
245,VEEV,Veeva Systems Inc,NYSE (USA),Application Software,3529,0.3888181,,,0.328987393,0.214806053,0.136004503,0.252057539,0.134875955,0.921676352,0.655825547,0.487577649,0.844692182,0.929693013,0.031005199,0.158781897,0.172711415,0.389363004,0.131713477,0.643477547,0.247028627,0.691040523,
246,TGT,Target Corp,NYSE (USA),Retail - Defensive,52141,0.860517046,0.09537356,0.020595347,,0.16009369,0.545077346,0.469446637,0.248676467,0.321110718,0.66834012,0.574884948,,0.157625541,,0.475907174,0.465877254,0.974909536,0.378921859,0.576576822,0.335401265,0.256139998,0.263109644
247,EXR,Extra Space Storage Inc,NYSE (USA),REITs,7784,0.000622454,0.675531133,0.019760955,0.890774271,0.475042692,,0.771273448,0.621501741,0.150473678,0.883723797,0.57050814,0.101473696,0.139805948,,0.041636869,0.80685652,0.350507411,0.370823109,0.970316513,0.143077992,0.675344764,0.081591492
248,ADS,Alliance Data Systems Corp,NYSE (USA),Business Services,19147,0.404082572,0.406925757,0.720421284,0.780379332,0.087136659,,0.486051392,0.661842054,0.800667962,0.243906477,0.072960085,0.614959696,0.277097007,0.385977219,0.888916417,0.296847746,0.305584672,0.641248577,0.105304739,0.050331855,0.246669018,0.570957096
249,DLX,Deluxe Corp,NYSE (USA),Business Services,3447,0.534531618,0.023355958,0.332623466,0.950036716,0.759508878,,0.834289652,0.673832766,0.516464014,0.175578036,0.024954507,0.12518429,0.503541927,0.306540217,0.812882489,0.247068779,0.19341884,0.300424942,0.363872004,0.349775491,0.530209727,0.663549688
250,MGAM,Multimedia Games Holding Co Inc,NAS (USA),Travel & Leisure,1084,0.726578651,0.875177669,0.164979816,0.381520916,0.082238487,,0.727090689,0.123011901,0.856901634,0.051599804,0.382476128,0.503632828,0.26121484,,,,0.534560836,0.113923075,0.363967472,0.440284148,0.413959085,
251,S,Sprint Corp,NYSE (USA),Communication Services,19710,0.525559283,0.223209784,0.051816658,,0.457983388,,0.668356706,0.921296441,0.43076446,0.238574006,0.52925553,,0.262338215,,0.362892605,0.16856057,0.556423997,0.026883176,0.933983143,0.488748254,0.595210993,0.00880088
252,CINF,Cincinnati Financial Corp,NAS (USA),Insurance - Property & Casualty,8568,0.140727813,,0.109854613,0.540151005,0.361835628,,0.811577237,0.633820445,0.588599796,0.383407768,0.199138714,0.399165966,0.125941919,0.502471009,0.900730654,0.616654464,,0.29567893,0.265437493,,,0.291712505
253,LION,Fidelity Southern Corp,NAS (USA),Banks,368,0.485292402,,0.428476638,0.586346359,0.740235478,,0.504124486,0.384760327,0.287178766,0.035446309,0.786686212,0.012159226,0.917325786,,0.284568235,0.648633435,,0.106529322,0.109774603,,,0.484048405
254,HMHC,Houghton Mifflin Harcourt Company,NAS (USA),Education,3425,0.242119277,,,,0.313730398,,0.194715338,0.076050172,0.284564461,0.16141503,0.843401708,,0.053010397,,0.133417763,0.756055456,0.562665725,0.425936325,0.215989831,0.964586598,0.98850875,
255,BCRX,Biocryst Pharmaceuticals Inc,NAS (USA),Biotechnology,775,0.769419674,0.670606202,0.083267808,,0.21546806,,0.788243354,0.454557131,0.44515113,0.019050872,0.070213166,,0.695767761,,0.934167004,0.155453216,0.137314914,0.090702086,0.063091233,0.655254778,0.216146404,0.995966263
256,OGE,OGE Energy Corp,NYSE (USA),Utilities - Regulated,6465,0.023984008,,0.489844983,0.735365232,0.419314073,,0.418038816,0.781958813,0.776374288,0.516508131,0.005244895,0.016427143,0.552673413,0.58731875,0.325946866,0.508736104,0.063168539,0.103775145,0.66998689,0.789188614,0.654240548,0.174000733
257,LLTC,Linear Technology Corp,NAS (USA),Semiconductors,11393,0.568952131,0.393848103,0.283617793,0.20938017,0.30289956,0.121161437,0.043335439,0.418606171,0.327065344,0.441186431,0.335914673,0.52380625,0.525476274,0.25265042,0.578732015,0.803131468,0.235906263,0.577532338,0.761107966,0.516124125,0.073471683,0.625962596
258,GSM,Globe Specialty Metals Inc,NAS (USA),Metals & Mining,1541,0.120379284,0.381805735,0.105045852,0.709463473,0.045548383,,0.472943525,0.137659804,0.844229467,0.978808816,0.508070596,0.973237487,0.101190962,,0.318900635,0.088261167,0.081477522,0.609535609,0.11354143,0.150674721,0.98780752,0.865419875
259,PRE,PartnerRe Ltd,NYSE (USA),Insurance - Specialty,6149,0.959980123,,0.030043536,0.629038584,0.780803502,,0.605166555,0.451301407,0.690133115,0.184542292,0.053360046,0.445266679,0.230295684,,0.310595907,0.257530796,,0.851062517,0.190415815,,,0.184818482
260,SHLD,Sears Holdings Corp,NAS (USA),Retail - Apparel & Specialty,4451,0.006679245,0.103142145,0.619573613,,0.185020184,,,0.990985069,0.427980773,0.896345458,,,0.126717772,,0.171290517,0.133635749,0.573414054,0.141085052,0.781915906,0.053790566,0.469091035,0.965346535
261,IRC,Inland Real Estate Corp,NYSE (USA),REITs,1055,0.125260431,0.239445994,0.015271015,0.67217867,0.508276297,,0.691497165,0.772526324,0.265235676,0.650896293,0.655241507,0.834545095,0.80292042,,0.363991602,0.478801662,0.076539953,0.264206974,0.066221681,0.140903353,0.793221024,0.150715072
262,PLCE,Children's Place Inc,NAS (USA),Retail - Apparel & Specialty,1300,0.903415376,0.170375501,0.256461809,0.016241401,0.442055125,,0.341279904,0.112187894,0.091789965,0.649384537,0.427000426,0.381915868,0.456963572,,0.373933378,0.567394617,0.010141053,0.413776262,0.891035294,0.311930524,0.853349719,0.241657499
263,BMTC,Bryn Mawr Bank Corp,NAS (USA),Banks,551,0.039972373,,0.570969749,0.158373627,0.888729512,,0.105270335,0.421070689,0.761147342,0.185572998,0.159932104,0.574983678,0.90181259,0.29916043,0.000903115,0.096743456,,0.790272686,0.370729152,,,0.484048405
264,FNSR,Finisar Corp,NAS (USA),Communication Equipment,2229,0.537955824,0.10803795,0.229232825,0.357182526,0.196903011,,0.91234641,0.099487599,0.146458051,0.467397633,0.311482637,0.858056166,0.388467158,,0.772503449,0.246110441,0.83230847,0.104940367,0.413545711,0.655028051,0.262949187,0.355702237
265,VZ,Verizon Communications Inc,NYSE (USA),Communication Services,204321,0.481549538,0.077931757,0.351280463,0.23506551,0.438018738,,0.690848193,0.765720724,0.2861109,0.251569421,0.292731421,,0.508040551,0.423276469,0.129458378,0.259649399,0.974850539,0.472710873,0.432752824,0.801106415,0.160711979,0.101026769
266,PNM,PNM Resources Inc,NYSE (USA),Utilities - Regulated,2186,0.978159533,0.234618883,0.455640707,0.393757958,0.418554668,,0.32014556,0.334678991,0.53786286,0.179181444,0.584242314,0.083138716,0.41259025,,0.995174427,0.475566489,0.090150695,0.156427581,0.477171888,0.880385896,0.124450833,0.162816282
267,MRH,Montpelier RE Holdings Ltd,NYSE (USA),Insurance - Property & Casualty,1709,0.152664606,,0.029373111,0.848651259,0.153528996,,0.692017557,0.856368885,0.914084786,0.104302848,0.278247097,0.07955495,0.083259318,,0.551392886,0.948128169,,0.868021801,0.274879564,,,0.252108544
268,GBLI,Global Indemnity PLC,NAS (USA),Insurance - Property & Casualty,701,0.355834352,,0.0408201,0.28996503,0.978188536,,0.50825885,0.07891414,0.206407263,0.77180179,0.255672391,0.094323962,0.835410413,,0.321240188,0.225945234,,0.830798676,0.668977941,,,0.068206821
269,SBCF,Seacoast Banking Corp,NAS (USA),Banks,468,0.066489462,,0.430255815,0.002293441,0.579605448,,0.324874388,0.878407598,0.359345421,0.146654326,0.217139673,,0.915736928,,0.930556318,0.022636204,,0.4396094,0.011841058,,,0.506233957
270,CRUS,Cirrus Logic Inc,NAS (USA),Semiconductors,2145,0.497138293,0.397628632,0.087608682,0.758446483,0.791651794,0.087252513,0.870912398,0.289912513,0.519698863,0.782112524,0.748993019,0.011777785,0.681062286,,0.564831044,0.477513519,0.302674139,0.344483927,0.298712142,0.369971623,0.181992803,0.023285662
271,RAI,Reynolds American Inc,NYSE (USA),Tobacco Products,40226,0.003003734,0.848912455,0.419701997,0.013548727,0.179503951,,0.305785087,0.382589294,0.165409842,0.065905167,0.668732358,0.254002682,0.355059714,0.527999474,0.831153616,0.363021348,0.588312442,0.322652665,0.427149288,0.958603911,0.364610415,0.299229923
